Источник,Год публикации,Автор,Страна,Место,Ссылка,Широта ,Долгота,
"Xylobionte Käfergemeinschaften (Insecta: Coleoptera) im Bergsturzgebiet des Dobratsch (Schütt, Kärnten)",2015,Von Sandra Aurenhammer et al. ,Австрия,"Шютт, Каринтия: Заповедник Добрач",https://www.rydzi.cz/citace/Dobratsch.pdf,46.5731,13.7110,
"Výsledky průzkumu brouků (Coleoptera) vrchu Vlčice (Šluknov, severní Čechy)",2022,Lukáš Blažej et al.,Чехия,"Устецкий край, Дечинский район: Холм Влчице",https://www.muzeumlb.cz/IS/pu_data/send_files/Files/Sborniky/Sbornik_Prirodni_Vedy/40_2022/Blazej_et_al_2022_Coleoptera_Vlcice_s.pdf,50.3333,17.2000,
"Excursieverslag De Doort (Echt, Limburg), 24 juni 2006",2008,Bas Drost et al.,Нидерланды,Лимбург: г. Эхт,https://natuurtijdschriften.nl/pub/564796/SEI2008079001008.pdf,51.1000,5.8833,
О видовом составе вредителей городских зеленых насаждений,2008,Т.В. Прокопович,Беларусь,г. Минск,https://elib.belstu.by/handle/123456789/39671,53.9023,27.5615,
О видовом составе вредителей городских зеленых насаждений,2008,Т.В. Прокопович,Беларусь,г. Мядель,https://elib.belstu.by/handle/123456789/39671,54.8750,26.9333,
О видовом составе вредителей городских зеленых насаждений,2008,Т.В. Прокопович,Беларусь,п. Раков,https://elib.belstu.by/handle/123456789/39671,53.9667,27.2167,
Zur Käferfauna (Coleoptera) des Mayener Grubenfeldes in der Osteifel Bericht über die Frühjahrsexkursion der Arbeitsgemeinschaft Rheinischer Koleopterologen 2001 ,2002,Werner Steinbeck,Германия,Восточный Айфель: Майен,http://www.koleopterologie.de/arbeitsgemeinschaft/publikationen/pdf-mitt/MATERN%202002%20Kaeferfauna%20Mayener%20Grubenfeld.pdf,50.3300,7.2200,
Ekosozologické vyhodnotenie fauny chrobákov (Coleoptera) PR Veľký vrch v katastri Malé Kršteňany,1998,"Jozef Cunev, Oto Majzlan",Словакия,дер. Мале Крштенаны: заповедник Veľký vrch,http://www.ffs.sk/pdf/FFS-03-11-Cunev-Majzlan-1998.pdf,48.5500,18.4500,
Note preliminari sull'entomofauna del Parco degli Acquedotti (Roma),2004,Valerio Viglioglia,Италия,г. Рим: парк Acquedotti,https://neurotteri.enea.it/viglioglia_2004_partim.pdf,41.8681,12.5319,
"Жесткокрылые, учтенные оконными ловушками на территории памятника природы федерального значения «Городской бор» в городе Калуге",2022,"В.В. Перов, В.В. Алексанов",Россия,г. Калуга: Калужский городской бор,https://cyberleninka.ru/article/n/zhestkokrylye-uchtennye-okonnymi-lovushkami-na-territorii-pamyatnika-prirody-federalnogo-znacheniya-gorodskoy-bor-v-gorode-kaluge,54.5138,36.2612,
"Фауна жесткокрылых (Insecta, Coleoptera) заповедника «Денежкин Камень»",2003,А.И. Ермаков,Россия,заповедник «Денежкин Камень».,https://ipae.uran.ru/sites/default/files/publications/ipae/0193_2003_%D0%A2%D1%80%D1%83%D0%B4%D1%8B%D0%97%D0%B0%D0%BF%D0%94%D0%B5%D0%BD%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%8C%D0%92%D1%8B%D0%BF3.pdf#page=40,60.5081,59.4931,
"La faune des insectes à larves foreuses de mines foliaires : un pré-inventaire réalisé sur le plateau d’Antully, en marge  orientale du Morvan",2023,Jean Béguinot,Франция,плато Антюли: Буа-де-Мопри ,https://www.researchgate.net/profile/Jean-Beguinot/publication/371681719_La_faune_des_insectes_a_larves_foreuses_de_mines_foliaires_un_pre-inventaire_realise_sur_le_plateau_d'Antully_en_marge_orientale_du_Morvan/links/648f6242b9ed6874a5b75deb/La-faune-des-insectes-a-larves-foreuses-de-mines-foliaires-un-pre-inventaire-realise-sur-le-plateau-dAntully-en-marge-orientale-du-Morvan.pdf,46.9090,4.4090,
"La faune des insectes à larves foreuses de mines foliaires : un pré-inventaire réalisé sur le plateau d’Antully, en marge  orientale du Morvan",2023,Jean Béguinot,Франция,плато Антюли: де-Кро,https://www.researchgate.net/profile/Jean-Beguinot/publication/371681719_La_faune_des_insectes_a_larves_foreuses_de_mines_foliaires_un_pre-inventaire_realise_sur_le_plateau_d'Antully_en_marge_orientale_du_Morvan/links/648f6242b9ed6874a5b75deb/La-faune-des-insectes-a-larves-foreuses-de-mines-foliaires-un-pre-inventaire-realise-sur-le-plateau-dAntully-en-marge-orientale-du-Morvan.pdf,46.9090,4.4090,
"La faune des insectes à larves foreuses de mines foliaires : un pré-inventaire réalisé sur le plateau d’Antully, en marge  orientale du Morvan",2023,Jean Béguinot,Франция,плато Антюли: дер. Сент-Эмилан,https://www.researchgate.net/profile/Jean-Beguinot/publication/371681719_La_faune_des_insectes_a_larves_foreuses_de_mines_foliaires_un_pre-inventaire_realise_sur_le_plateau_d'Antully_en_marge_orientale_du_Morvan/links/648f6242b9ed6874a5b75deb/La-faune-des-insectes-a-larves-foreuses-de-mines-foliaires-un-pre-inventaire-realise-sur-le-plateau-dAntully-en-marge-orientale-du-Morvan.pdf,46.9020,4.4080,
"La faune des insectes à larves foreuses de mines foliaires : un pré-inventaire réalisé sur le plateau d’Antully, en marge  orientale du Morvan",2023,Jean Béguinot,Франция,плато Антюли: дер. Антюли ,https://www.researchgate.net/profile/Jean-Beguinot/publication/371681719_La_faune_des_insectes_a_larves_foreuses_de_mines_foliaires_un_pre-inventaire_realise_sur_le_plateau_d'Antully_en_marge_orientale_du_Morvan/links/648f6242b9ed6874a5b75deb/La-faune-des-insectes-a-larves-foreuses-de-mines-foliaires-un-pre-inventaire-realise-sur-le-plateau-dAntully-en-marge-orientale-du-Morvan.pdf,46.9035,4.4098,
"La faune des insectes à larves foreuses de mines foliaires : un pré-inventaire réalisé sur le plateau d’Antully, en marge  orientale du Morvan",2023,Jean Béguinot,Франция,плато Антюли: дер. Oyé ,https://www.researchgate.net/profile/Jean-Beguinot/publication/371681719_La_faune_des_insectes_a_larves_foreuses_de_mines_foliaires_un_pre-inventaire_realise_sur_le_plateau_d'Antully_en_marge_orientale_du_Morvan/links/648f6242b9ed6874a5b75deb/La-faune-des-insectes-a-larves-foreuses-de-mines-foliaires-un-pre-inventaire-realise-sur-le-plateau-dAntully-en-marge-orientale-du-Morvan.pdf,46.9000,4.4000,
Les Coléoptères du Jardin Botanique de l'Université de Strasbourg. Plus de 1000 espèces inventoriées !,2014,Henry Callot,Франция,г. Страсбург: Ботанический сад Страсбургского университета,https://jardin-botanique.unistra.fr/websites/sciencesvie/EMB/jardin-botanique/Animaux-jardin/Callot_Coleopt._JB_Strasbourg.pdf,48.5833,7.7500,
Жуки филло- и кормофаги (Coleoptera) Куршской косы.,2012,В.И. Алексеев ,Россия,Калининградская обл.: Куршская коса,https://www.researchgate.net/profile/Vitalii-Alekseev-2/publication/315768407_Zuki_fillo-_i_kormofagi_Coleoptera_Kursskoj_kosy/links/58e36b0aaca2722505d24b15/Zuki-fillo-i-kormofagi-Coleoptera-Kursskoj-kosy.pdf,55.1333,20.8000,
Versuch einer Käfer-Fauna Krains,1866,M. Siegel,Словения,Крайна,https://books.google.com/books?hl=ru&lr=&id=06I-AAAAcAAJ&oi=fnd&pg=PA1&dq=Versuch+einer+K%C3%A4fer-Fauna+Krains&ots=6x2f6V79T2&sig=0McpCqU-n53jTOWNRdwOQcSDc7A,46.2389,14.3556,
Дендрофільні мінери-філобіонти в’язів (Ulmus L.) у паркових насадженнях м. Дніпро,2019,И. Зайцева,Украина,г. Днепр,https://dspace.uzhnu.edu.ua/bitstreams/e6d67c6b-d6d0-41ad-9831-959fa113d9a0/download#page=225,48.4675,35.0400,
Untersuchungen zur Käferfauna der Umgebung von Skwierzyna im westlichen Polen (Wielkopolska),2008," J. Messutat, K. Renner",Польша,г. Сквежина,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&ved=2ahUKEwjalcPHkOuTAxV_GxAIHWcPH8kQFnoECBsQAQ&url=https%3A%2F%2Fwww.zobodat.at%2Fpdf%2FColeo_8_0003-0027.pdf&usg=AOvVaw2MW7HbFsoMa9brTBCOYn3k&opi=89978449,52.6000,15.5000,
Спосіб життя та сезонний розвиток комах-філофагів у міських насадженнях Харкова,2021,Є.С. Кардаш,Украина,г. Харьков,https://repo.btu.kharkiv.ua/bitstreams/b90904c8-3fae-485b-8e39-4eff4bb82988/download,50.0044,36.2314,
Excursieverslag Weerribben – 26-27 mei en 31 augustus-2 september 2001,2002,Barend van Maanen et al.,Нидерланды,Weerribben,https://natuurtijdschriften.nl/pub/564609/SEI2003059001008.pdf,52.7900,5.9469,
"Verslag weekendexcursie Bergen op Zoom, 26-28  augustus 2005, aangevuld met zoute Zeeuwse waarnemingen ",2007,Jan Cuppen et al.,Нидерланды,г. Берген-оп-Зом: De Matjens,https://natuurtijdschriften.nl/pub/564765/SEI2007076001006.pdf,51.5000,4.3000,
"Verslag weekendexcursie Bergen op Zoom, 26-28  augustus 2005, aangevuld met zoute Zeeuwse waarnemingen ",2007,Jan Cuppen et al.,Нидерланды,Зеландия: Markiezaat ,https://natuurtijdschriften.nl/pub/564765/SEI2007076001006.pdf,51.5000,4.3000,
Příspěvek k fauně brouků (Coleoptera) Labských pískovců (severní Čechy),2022,Petr Brůha et al.,Чехия,Эльбские Песчаниковые горы: долина шахты Каменицкая мельница,https://www.muzeumlb.cz/IS/pu_data/send_files/Files/Sborniky/Sbornik_Prirodni_Vedy/40_2022/Bruha_et_al_2022_Coleoptera_Labske_piskovce_small.pdf,50.8220,14.3720,
I/35 Turnov – Úlibice – přivaděč Zelený Háj (II/283),2023,Jiří Veselý,Чехия,Žernov: okolí Zeleného háje (přivaděč II/283),https://www.turnov.cz/filemanager/files/3241694.pdf,50.5415,15.2725,
I/35 Turnov – Úlibice – přivaděč Zelený Háj (II/283),2023,Jiří Veselý,Чехия,Turnov: okolí silnice I/35 směr Úlibice,https://www.turnov.cz/filemanager/files/3241694.pdf,50.5873,15.1505,
I/35 Turnov – Úlibice – přivaděč Zelený Háj (II/283),2023,Jiří Veselý,Чехия,Úlibice: navazující úsek na D35,https://www.turnov.cz/filemanager/files/3241694.pdf,50.4520,15.4388,
"Die Käferfauna des FND ""Salweidenfeuchtgebiet bei Medingen"" (Insekta: Coleoptera)",2006,Jörg Lorenz,Германия,"заповедник ""Salweidenfeuchtgebiet bei Medingen""",https://lorenzjoerg.de/ffh/Lorenz_2006_Salweidenfeuchtgebiet.pdf,52.8750,10.6333,
Ricerche sui Coleotteri della Valle del Ticino,1990,Roberto Pescarolo,Италия,Пьемонт: в районе р. Тичино,https://www.storianaturale.org/anp/PDF%20ANP/11_1990_Pescarolo_Ricerche%20sui%20Coleotteri%20della%20Valle%20del%20Ticino_81-104.pdf,45.7461,8.7039,
Zur Käferfauna (Col.) der Teverener Heide bei Geilenkirchen,2007,Heinz Baumann,Германия,Теверенер Хайде,http://www.koleopterologie.de/arbeitsgemeinschaft/publikationen/pdf-mitt/BAUMANN%202007%20Kaeferfauna%20Teverener%20Heide.pdf,50.9341,6.0401,
Käfer-Fauna Hildesheims,1867,Carl Wilken,Германия,Хильдесхайм,https://books.google.com/books?hl=ru&lr=&id=UBQ6AQAAMAAJ&oi=fnd&pg=PA1&dq=K%C3%A4fer-Fauna+Hildesheims&ots=DsA_LyM9V5&sig=BIW6rVSbZCV-E1QF50svz3HPMvQ,52.1500,9.9500,
Zur Käferfauna (Coleoptera) im Mündungsgebiet der Sieg bei Bonn,2008,Karl Hadulla,Германия,Бонн: устье реки Зиг,http://www.koleopterologie.de/arbeitsgemeinschaft/publikationen/pdf-mitt/HADULLA%202008%20Kaeferfauna%20Siegmuendung.pdf,50.7667,7.1000,
"Xylobionte Käfer (Insecta: Coleoptera part.) in Wäldern des Biosphärenparks Wienerwald (Österreich: Niederösterreich, Wien)",2014,Werner E. Holzinger et al.,Австрия,Вена: заповедник Венский лес,https://www.holzcol.at/wp-content/uploads/2019/12/Biosph%C3%A4renpark-Wienerwald-2014.pdf,48.1500,16.1500,
Entomofauna van het Drents-Friese Wold. Verslag van de 169e NEV-Zomerbijeenkomst,2015,"Oscar Franken, Matty P. Berg",Нидерланды,Национальный парк Drents-Friese Wold ,https://natuurtijdschriften.nl/pub/1011501,52.9060,6.2960,
"Verslag van de 152e zomervergadering van de Nederlandse Entomologische Vereniging, 30 mei t/m 1 juni 1997, te Ommen (Overijssel)",1998,P. Koomen,Нидерланды,Оммен: Eerder Achterbroek ZW,https://natuurtijdschriften.nl/pub/1012157/EB1998058012005.pdf,52.4848,6.4758,
"Verslag van de 152e zomervergadering van de Nederlandse Entomologische Vereniging, 30 mei t/m 1 juni 1997, te Ommen (Overijssel)",1998,P. Koomen,Нидерланды,Оммен: Archem,https://natuurtijdschriften.nl/pub/1012157/EB1998058012005.pdf,52.4731,6.4339,
Entomologische Erhebungen bei Unterpurkla und Dirnbach im Blaurackenbrutgebiet der Südost-Steiermark ,2012,"Thomas Frieß, Erwin Holzer, Anton Koschuh",Австрия,Штирия: Unterpurkla,https://www.holzcol.at/wp-content/uploads/2017/04/Unterpurkla_Dirnbach_2011_Bericht_Frie%C3%9F-Holzer-Koschuh.pdf,46.7339,15.9078,
Entomologische Erhebungen bei Unterpurkla und Dirnbach im Blaurackenbrutgebiet der Südost-Steiermark ,2012,"Thomas Frieß, Erwin Holzer, Anton Koschuh",Австрия,Штирия: Dirnbach ,https://www.holzcol.at/wp-content/uploads/2017/04/Unterpurkla_Dirnbach_2011_Bericht_Frie%C3%9F-Holzer-Koschuh.pdf,46.8333,15.9000,
"Verslag van de 154e Zomerbijeenkomst te Hunsel, 4 t/m 6 juni 1999",2000,O. Vorst,Нидерланды,дер. Heythuysen: массив Starrenbosch,https://natuurtijdschriften.nl/pub/1012080/EB2000060012003.pdf,51.3167,5.9333,
"Enumeratio coleopterorum agri Monacensis, vol. 1-2",1829,Johannes Gistel,Германия,г. Мюнхен,https://books.google.ru/books?id=P9FAAAAAcAAJ&dq=trachys+minutus&lr=&hl=ru&source=gbs_navlinks_s,48.1333,11.5667,
Výsledky Entomologických dnů 2005 – brouci (Coleoptera): Příspěvek k poznání fauny Brd a Středního Povltaví,2006,Stanislav Urban et al.,Чехия,Богемия: Střední Povltaví region,https://www.entospol.cz/wp-content/uploads/2019/02/ed2005_0.pdf,49.7000,14.4000,
Výsledky Entomologických dnů 2005 – brouci (Coleoptera): Příspěvek k poznání fauny Brd a Středního Povltaví,2006,Stanislav Urban et al.,Чехия,Богемия: Brdy hills,https://www.entospol.cz/wp-content/uploads/2019/02/ed2005_0.pdf,49.7500,13.8333,
Sammelexkursion ostsächsischer Koleopterologen 2021,2021,"Olaf Jäger, Jörg Lorenz",Германия,Ричен,https://www.lorenzjoerg.de/ffh/2021_zwoelfeKaeferExi_TeichgebietNiederspree.pdf,51.7500,9.7333,
Aktivita chrobákov (Coleoptera) na lokalite Boboty v NP Malá Fatra študovaná pomocou Malaiseho pasce v roku 1996,1998,"Oto Majzlan, Ivo Rychlík, Ladislav Korbel",Словакия,Бобот: национальный парк Малая Фатра,https://www.researchgate.net/profile/Martin-Kornan-2/publication/350637094_Vyskum_a_ochrana_Krivanskej_FatryResearch_and_conservation_of_Krivanska_Fatra_Mts/links/606b176ca6fdccad3f7524a6/Vyskum-a-ochrana-Krivanskej-Fatry-Research-and-conservation-of-Krivanska-Fatra-Mts.pdf#page=67,49.1167,19.0000,
Entomologische Kartierung in der „Pfarrwiese“ und in einem Sandabbruch in Hofstätten,2011,T. Frieß et al.,Австрия,Hofstätten,https://www.holzcol.at/wp-content/uploads/2018/05/hofstE4tten_2010_bericht_gesamt.pdf,48.0333,15.5000,
Die Käfer von Hamburg und Umgegend: Ein Beitrag zur nordalbingischen Insektenfauna,1862,"Carl H. Preller, Otto Meissner",Германия,г. Гамбург,https://books.google.com/books?hl=ru&lr=&id=cQ9DAAAAYAAJ&oi=fnd&pg=PA1&dq=Die+K%C3%A4fer+von+Hamburg+und+Umgegend:+Ein+Beitrag+zur+nordalbingischen+Insektenfauna&ots=RN4lrj4NFF&sig=WtY_caBpRSMUhgcfTKJCXBUYKjo,53.5500,10.2000,
